AAA36585.1	AAA36585.1	1
AAA36585.1	NP_001017963.2	1
AAA50404.1	AAA50404.1	1
AAA50404.1	NP_001108225.1	1
AAA51946.1	NP_055022.2	1
AAA52539.1	NP_004960.2	1
AAA93070.1	NP_004249.2	1
AAB48030.1	NP_001123512.1	1
AAB48304.1	AAB48304.1	1
AAB53966.1	AAB53966.1	1
AAB53966.1	NP_001129668.1	1
AAB54009.1	AAB54009.1	1
AAB94503.1	AAB94503.1	1
AAC08964.1	AAC08964.1	1
AAC16273.1	AAC16273.1	1
AAC24200.1	AAC24200.1	1
AAC24200.1	NP_009231.2	1
AAC24716.1	AAC24716.1	1
AAC24716.1	NP_001104026.1	1
AAC24716.1	NP_001155855.1	1
AAC25955.1	NP_996744.2	1
AAC27728.1	NP_001123484.1	1
AAC39889.1	NP_006169.2	1
AAC50911.1	NP_002654.3	1
AAC83687.1	AAC83687.1	1
AAD42222.1	NP_001034662.2	1
AAF23374.1	NP_057215.3	1
AAF70308.1	NP_036342.2	1
AAG43153.1	NP_068810.3	1
AAH00632.1	NP_055574.3	1
AAH06201.1	NP_001123996.1	1
AAH06201.1	NP_001138749.1	1
AAH06201.1	NP_056468.2	1
AAH06201.1	NP_077024.2	1
AAH07654.1	AAH07654.1	1
AAH07654.1	NP_001137359.1	1
AAH07654.1	NP_689964.2	1
AAH09752.1	AAH09752.1	1
AAH11772.1	AAH11772.1	1
AAH11772.1	NP_002010.2	1
AAH11772.1	NP_055210.2	1
AAH11772.1	NP_060276.2	1
AAH11837.2	AAH11837.2	1
AAH11837.2	NP_001017963.2	1
AAH12604.1	AAH12604.1	1
AAH14214.1	NP_001123512.1	1
AAH14214.1	NP_079353.3	1
AAH16330.1	NP_597994.3	1
AAH17247.1	NP_006830.2	1
AAH20590.1	NP_000438.2	1
AAH22328.1	NP_003575.2	1
AAH26916.1	NP_001005271.2	1
AAH26916.1	NP_001135442.1	1
AAH30590.1	AAH30590.1	1
AAH30590.1	NP_000456.2	1
AAH30590.1	NP_004851.2	1
AAH30590.1	NP_005565.2	1
AAH30590.1	NP_005602.3	1
AAH30590.1	NP_009231.2	1
AAH30811.1	NP_005220.2	1
AAH32474.1	NP_002459.2	1
AAH38596.1	NP_001122321.1	1
AAH38596.1	NP_001175.2	1
AAH42753.1	AAH42753.1	1
AAH44925.1	AAH44925.1	1
AAH59405.1	AAH59405.1	1
AAH63384.1	AAH63384.1	1
AAH63384.1	NP_001132929.1	1
AAH71758.1	AAH71758.1	1
AAK21314.1	AAK21314.1	1
AAK50430.1	AAK50430.1	1
AAK50430.1	NP_001017963.2	1
AAK50430.1	NP_005717.3	1
AAK67636.1	NP_001129131.1	1
AAK69431.1	AAK69431.1	1
AAK69431.1	NP_001138241.1	1
AAM80487.1	NP_001103824.1	1
AAO14651.1	NP_006256.1	1
AAP34197.1	AAP34197.1	1
AAP34197.1	NP_001122321.1	1
AAP55851.1	AAP55851.1	1
AAP55851.1	NP_001556.2	1
AAP88787.1	NP_001123645.1	1
AAQ86961.1	AAQ86961.1	1
AAQ86961.1	NP_000825.2	1
AAQ86961.1	NP_000827.2	1
AAQ86961.1	NP_058634.3	1
AAQ89322.1	NP_001121070.1	1
AAQ89335.1	NP_079157.3	1
BAA05892.1	BAA05892.1	1
BAA05892.1	NP_001104026.1	1
BAA05892.1	NP_004829.3	1
BAA18998.1	BAA18998.1	1
BAA18998.1	NP_000441.2	1
BAA18998.1	NP_001009944.2	1
BAA18998.1	NP_001121640.1	1
BAA18998.1	NP_002826.3	1
BAA18998.1	NP_006280.3	1
BAA20562.1	BAA20562.1	1
BAA21128.1	NP_001138241.1	1
BAA88957.1	BAA88957.1	1
BAA88957.1	NP_001098714.1	1
BAA92038.1	BAA92038.1	1
BAA92353.1	BAA92353.1	1
BAB82982.1	BAB82982.1	1
BAC05213.1	NP_009092.3	1
BAC87330.1	BAC87330.1	1
BAD18551.1	NP_006700.3	1
BAD18551.1	NP_079033.4	1
BAD18805.1	NP_005336.3	1
CAA27173.1	CAA27173.1	1
CAA27173.1	NP_001104026.1	1
CAA27173.1	NP_001954.2	1
CAA27173.1	NP_006187.2	1
CAA42438.1	CAA42438.1	1
CAA50405.1	CAA50405.1	1
CAA58827.1	CAA58827.1	1
CAA89989.1	CAA89989.1	1
CAA89989.1	NP_000536.5	1
CAB55488.1	NP_000441.2	1
CAC79538.1	CAC79538.1	1
CAC87720.2	NP_003679.2	1
CAD56889.1	CAD56889.1	1
CAD56889.1	NP_055768.3	1
CAD98026.1	CAD98026.1	1
NP_000009.1	NP_000009.1	1
NP_000012.1	NP_000012.1	1
NP_000012.1	NP_060087.3	1
NP_000015.1	NP_940682.2	1
NP_000016.1	NP_000016.1	1
NP_000018.1	NP_000018.1	1
NP_000019.2	NP_940988.2	1
NP_000020.1	NP_000020.1	1
NP_000020.1	NP_053733.2	1
NP_000021.1	NP_001124495.1	1
NP_000024.2	NP_000024.2	1
NP_000025.1	NP_000025.1	1
NP_000026.2	NP_000026.2	1
NP_000029.2	NP_000029.2	1
NP_000030.1	NP_000030.1	1
NP_000030.1	NP_000069.2	1
NP_000030.1	NP_005380.2	1
NP_000032.1	NP_000032.1	1
NP_000032.1	NP_001116538.1	1
NP_000033.2	NP_000495.1	1
NP_000033.2	NP_005568.2	1
NP_000034.1	NP_000034.1	1
NP_000034.1	NP_001120972.1	1
NP_000035.2	NP_000035.2	1
NP_000035.2	NP_001017963.2	1
NP_000035.2	NP_001019801.3	1
NP_000035.2	NP_001104026.1	1
NP_000035.2	NP_001135442.1	1
NP_000035.2	NP_001527.3	1
NP_000035.2	NP_002087.2	1
NP_000035.2	NP_004960.2	1
NP_000035.2	NP_009231.2	1
NP_000035.2	NP_066973.2	1
NP_000035.2	NP_068810.3	1
NP_000038.2	NP_001010938.1	1
NP_000038.2	NP_001028198.1	1
NP_000038.2	NP_002478.1	1
NP_000038.2	NP_872282.1	1
NP_000039.2	NP_000039.2	1
NP_000040.1	NP_000040.1	1
NP_000042.3	NP_000042.3	1
NP_000042.3	NP_001124495.1	1
NP_000042.3	NP_001135452.1	1
NP_000042.3	NP_001265.2	1
NP_000042.3	NP_008958.2	1
NP_000042.3	NP_009231.2	1
NP_000042.3	NP_597994.3	1
NP_000044.2	NP_000044.2	1
NP_000044.2	NP_001129115.1	1
NP_000046.1	NP_000046.1	1
NP_000048.1	NP_001135452.1	1
NP_000048.1	NP_001136043.1	1
NP_000048.1	NP_001265.2	1
NP_000048.1	NP_002453.2	1
NP_000048.1	NP_059523.2	1
NP_000048.1	NP_597994.3	1
NP_000050.2	NP_001104026.1	1
