P01730	P01730	1
P15172	Q08999	1
P15172	P15172	1
P10415	P10415	1
P01350	P32239	1
Q16514	Q16514	1
P08047	Q00403	1
P25490	Q00403	1
P06127	Q00839	1
P25445	P25445	1
P51617	P14778	1
P13747	P27797	1
Q12874	P09661	1
P04899	P81274	1
P14598	P19878	1
P05067	P05067	1
P10415	Q07820	1
P19438	P19438	1
P19438	Q13158	1
P11831	P35269	1
P17301	P05556	1
Q14188	P06400	1
P24385	P61024	1
P27824	P11166	1
P27797	P11166	1
P27037	P27037	1
P17252	P24588	1
P31323	P31323	1
P05113	P32927	1
P19838	P19838	1
P63211	P62873	1
P18074	Q13889	1
Q13888	Q13889	1
P28715	P19447	1
Q13888	P28715	1
P05067	P02766	1
P67870	P67870	1
P12830	P35222	1
P10809	P15104	1
P35869	P07900	1
P07900	P04150	1
P07900	P07900	1
P34932	Q04864	1
P25963	P34932	1
P19388	Q00403	1
P15923	P09874	1
P15923	P19338	1
P43351	P63279	1
P07900	P11802	1
P07900	Q15185	1
P10809	P07900	1
P40189	P40189	1
P25325	P10809	1
P34932	P19838	1
Q03405	P07948	1
P01100	P18848	1
P21926	P16070	1
P21926	P18827	1
P29323	P29323	1
P18848	P15407	1
P41182	Q15916	1
P19525	P19525	1
P01375	P01375	1
P01374	P01374	1
P01375	P36941	1
P01374	P01375	1
P28908	P32971	1
P02787	P02786	1
P10415	Q99933	1
P40189	P20809	1
P20809	Q14626	1
P11362	P09038	1
P01127	P01127	1
P49763	P49763	1
P32302	O15467	1
Q99062	P04141	1
Q13873	P12644	1
O15467	P41597	1
Q13873	Q13873	1
Q9Y4X3	P46092	1
P02778	P49682	1
P13501	P32302	1
P06401	Q13105	1
Q99616	P49682	1
P41597	Q99616	1
P37173	P37173	1
P36894	P36894	1
P12644	P12644	1
Q13105	P03372	1
P10275	Q99933	1
P17301	Q14192	1
Q14192	Q13683	1
P45973	P23497	1
P10275	P35269	1
Q99665	P29459	1
P29460	P29460	1
P48551	P01562	1
P19793	P19793	1
P13501	P49682	1
P42701	P29459	1
P49765	P49765	1
Q05086	P03372	1
P04150	Q05086	1
